2025-04-24 18:44:20,967 - INFO - INFO: File logger setup to write to C:/Users/Paul/.cache/training_output/checkpoints_llama3_german_unsupervised_2\logging.txt
2025-04-24 18:44:20,968 - INFO - Starting new training session
2025-04-24 18:44:20,968 - INFO - Starting unsupervised fine-tuning with parameters: {'mode': 'unsupervised', 'data_path': 'N:/Thesis/data_prepare/datasets_ready/unsupervised/single_chapters/combined_datasets', 'text_column': 'text', 'max_samples': None, 'pre_eval': False, 'eval_split': 0, 'model_path': 'C:/Users/Paul/.cache/merged_models/llama3_german_merged_unsupervised_1', 'output_dir': 'C:/Users/Paul/.cache/training_output/checkpoints_llama3_german_unsupervised_2', 'logging_dir': None, 'use_flash_attention': True, 'max_length': 3000, 'chunk_size': None, 'quantization_config': {'load_in_8bit': True}, 'peft_config': {'task_type': <TaskType.CAUSAL_LM: 'CAUSAL_LM'>, 'inference_mode': False, 'r': 16, 'lora_alpha': 32, 'lora_dropout': 0.1, 'target_modules': ['q_proj', 'k_proj', 'v_proj', 'o_proj', 'gate_proj', 'up_proj', 'down_proj', 'down_proj', 'w2']}, 'training_config': {'per_device_train_batch_size': 1, 'gradient_accumulation_steps': 8, 'num_train_epochs': 3, 'learning_rate': 2e-05, 'warmup_steps': 100, 'warmup_ratio': 0.03, 'logging_steps': 10, 'save_steps': 200, 'save_total_limit': 3, 'eval_strategy': 'steps', 'eval_steps': 350, 'per_device_eval_batch_size': 1, 'eval_accumulation_steps': 4, 'fp16': True, 'lr_scheduler_type': 'cosine', 'weight_decay': 0.01, 'gradient_checkpointing': True, 'report_to': 'none', 'disable_tqdm': False, 'max_grad_norm': 0.3, 'dataloader_num_workers': 2}}
2025-04-24 18:44:20,968 - INFO - INFO: Loading datasets from individual JSONL files
2025-04-24 18:44:20,968 - INFO - Loading datasets from individual JSONL files
2025-04-24 18:44:21,020 - INFO - INFO: Loaded 8068 examples from N:/Thesis/data_prepare/datasets_ready/unsupervised/single_chapters/combined_datasets\training_set.jsonl
2025-04-24 18:44:21,071 - INFO - INFO: Loaded 1864 examples from N:/Thesis/data_prepare/datasets_ready/unsupervised/single_chapters/combined_datasets\validation_set.jsonl
2025-04-24 18:44:21,083 - INFO - INFO: Loaded separate validation set with 1864 examples
2025-04-24 18:44:21,083 - INFO - Loaded separate validation set with 1864 examples
2025-04-24 18:44:21,092 - INFO - INFO: Loaded 1298 examples from N:/Thesis/data_prepare/datasets_ready/unsupervised/single_chapters/combined_datasets\test_set.jsonl
2025-04-24 18:44:21,101 - INFO - INFO: Loaded separate test set with 1298 examples
2025-04-24 18:44:21,101 - INFO - Loaded separate test set with 1298 examples
2025-04-24 18:44:21,609 - INFO - INFO: Tokenizer vocabulary size: 128256
2025-04-24 18:44:21,609 - INFO - INFO: Model max length: 1000000000000000019884624838656
2025-04-24 18:44:29,161 - INFO - INFO: Dataset prepared with 8068 examples
2025-04-24 18:44:30,892 - INFO - INFO: Dataset prepared with 1864 examples
2025-04-24 18:44:32,165 - INFO - INFO: Dataset prepared with 1298 examples
2025-04-24 18:44:32,182 - INFO - INFO: CUDA cache cleared
2025-04-24 18:44:32,308 - INFO - INFO: Garbage collector freed 70 objects
2025-04-24 18:44:40,668 - INFO - INFO: Model loaded from C:/Users/Paul/.cache/merged_models/llama3_german_merged_unsupervised_1
2025-04-24 18:44:40,684 - INFO - INFO: Model has 8030261248 parameters, 0 are trainable (0.00%)
2025-04-24 18:44:41,143 - INFO - INFO: Model has 41943040 trainable parameters after PEFT configuration
2025-04-24 18:44:41,196 - INFO - Starting model training with 8068 training examples
2025-04-24 18:44:41,196 - INFO - Using 1864 examples for validation during training
2025-04-24 18:44:41,196 - INFO - Using 1298 examples for pre/final evaluation
2025-04-24 18:44:41,207 - INFO - INFO: Starting training...
2025-04-24 18:44:41,207 - INFO - Starting training...
2025-04-24 18:44:41,207 - INFO - Starting training...
2025-04-24 18:44:41,390 - INFO - INFO: Starting epoch 0/3
2025-04-24 18:44:41,390 - INFO - Starting epoch 0/3
2025-04-24 18:44:41,390 - INFO - Starting epoch 0/3
2025-04-24 18:47:48,133 - INFO - INFO: Training progress: {'loss': 2.0385, 'grad_norm': 1.4510270357131958, 'learning_rate': 2.0000000000000003e-06, 'epoch': 0.00991571641051066}
2025-04-24 18:47:48,133 - INFO - Training progress: {'loss': 2.0385, 'grad_norm': 1.4510270357131958, 'learning_rate': 2.0000000000000003e-06, 'epoch': 0.00991571641051066}
2025-04-24 18:47:48,133 - INFO - Training metrics: {'loss': 2.0385, 'grad_norm': 1.4510270357131958, 'learning_rate': 2.0000000000000003e-06, 'epoch': 0.00991571641051066}
2025-04-24 18:50:48,527 - INFO - INFO: Training progress: {'loss': 1.8976, 'grad_norm': 0.8386403322219849, 'learning_rate': 4.000000000000001e-06, 'epoch': 0.01983143282102132}
2025-04-24 18:50:48,527 - INFO - Training progress: {'loss': 1.8976, 'grad_norm': 0.8386403322219849, 'learning_rate': 4.000000000000001e-06, 'epoch': 0.01983143282102132}
2025-04-24 18:50:48,527 - INFO - Training metrics: {'loss': 1.8976, 'grad_norm': 0.8386403322219849, 'learning_rate': 4.000000000000001e-06, 'epoch': 0.01983143282102132}
2025-04-24 18:53:49,706 - INFO - INFO: Training progress: {'loss': 1.8979, 'grad_norm': 0.9514005184173584, 'learning_rate': 6e-06, 'epoch': 0.029747149231531978}
2025-04-24 18:53:49,706 - INFO - Training progress: {'loss': 1.8979, 'grad_norm': 0.9514005184173584, 'learning_rate': 6e-06, 'epoch': 0.029747149231531978}
2025-04-24 18:53:49,706 - INFO - Training metrics: {'loss': 1.8979, 'grad_norm': 0.9514005184173584, 'learning_rate': 6e-06, 'epoch': 0.029747149231531978}
2025-04-24 18:56:51,696 - INFO - INFO: Training progress: {'loss': 1.8259, 'grad_norm': 1.5454238653182983, 'learning_rate': 8.000000000000001e-06, 'epoch': 0.03966286564204264}
2025-04-24 18:56:51,696 - INFO - Training progress: {'loss': 1.8259, 'grad_norm': 1.5454238653182983, 'learning_rate': 8.000000000000001e-06, 'epoch': 0.03966286564204264}
2025-04-24 18:56:51,696 - INFO - Training metrics: {'loss': 1.8259, 'grad_norm': 1.5454238653182983, 'learning_rate': 8.000000000000001e-06, 'epoch': 0.03966286564204264}
2025-04-24 18:59:55,655 - INFO - INFO: Training progress: {'loss': 1.8415, 'grad_norm': 0.8099966645240784, 'learning_rate': 1e-05, 'epoch': 0.0495785820525533}
2025-04-24 18:59:55,655 - INFO - Training progress: {'loss': 1.8415, 'grad_norm': 0.8099966645240784, 'learning_rate': 1e-05, 'epoch': 0.0495785820525533}
2025-04-24 18:59:55,655 - INFO - Training metrics: {'loss': 1.8415, 'grad_norm': 0.8099966645240784, 'learning_rate': 1e-05, 'epoch': 0.0495785820525533}
2025-04-24 19:03:02,378 - INFO - INFO: Training progress: {'loss': 1.8356, 'grad_norm': 1.790808081626892, 'learning_rate': 1.2e-05, 'epoch': 0.059494298463063956}
2025-04-24 19:03:02,378 - INFO - Training progress: {'loss': 1.8356, 'grad_norm': 1.790808081626892, 'learning_rate': 1.2e-05, 'epoch': 0.059494298463063956}
2025-04-24 19:03:02,378 - INFO - Training metrics: {'loss': 1.8356, 'grad_norm': 1.790808081626892, 'learning_rate': 1.2e-05, 'epoch': 0.059494298463063956}
2025-04-24 19:06:04,677 - INFO - INFO: Training progress: {'loss': 1.6658, 'grad_norm': 0.9054490923881531, 'learning_rate': 1.4e-05, 'epoch': 0.06941001487357462}
2025-04-24 19:06:04,677 - INFO - Training progress: {'loss': 1.6658, 'grad_norm': 0.9054490923881531, 'learning_rate': 1.4e-05, 'epoch': 0.06941001487357462}
2025-04-24 19:06:04,677 - INFO - Training metrics: {'loss': 1.6658, 'grad_norm': 0.9054490923881531, 'learning_rate': 1.4e-05, 'epoch': 0.06941001487357462}
2025-04-24 19:09:03,554 - INFO - INFO: Training progress: {'loss': 1.6222, 'grad_norm': 1.3671550750732422, 'learning_rate': 1.6000000000000003e-05, 'epoch': 0.07932573128408528}
2025-04-24 19:09:03,556 - INFO - Training progress: {'loss': 1.6222, 'grad_norm': 1.3671550750732422, 'learning_rate': 1.6000000000000003e-05, 'epoch': 0.07932573128408528}
2025-04-24 19:09:03,556 - INFO - Training metrics: {'loss': 1.6222, 'grad_norm': 1.3671550750732422, 'learning_rate': 1.6000000000000003e-05, 'epoch': 0.07932573128408528}
